"spectral_EVI2b_earlySummer","spectral_EVI2b_endSnowfree","spectral_EVI2b_startSnowfree","spectral_NDWI_earlySummer","spectral_NDWI_peakSummer","spectral_green_lateSummer","spectral_EVI2b_annualMean","spectral_NDVI_annualRange","site_code","presence_absence"
3327.75422504935,1411.82926861532,1273.92641422428,-6189.65179555538,-6739.69106707141,724.714164810872,2937.01435107066,5018.33273391492,"Canada.KluaneLake.Outpost-ShrubTundra","presence"
3266.5978184153,3467.26005165395,2769.39523874551,-5338.18630599959,-6054.96195151952,681.775949844832,3248.70963165514,342.189340100654,"Finland.Kevo.1","presence"
3327.75422504935,1411.82926861532,1273.92641422428,-6189.65179555538,-6739.69106707141,724.714164810872,2937.01435107066,5018.33273391492,"Canada.KluaneLake.Outpost-ShrubTundra","presence"
292.441862490489,847.685628667244,538.684506201228,-1861.62064972255,-2093.5328968423,1512.05052679237,532.06699549397,646.574762938848,"nonveg_922","absence"
2153.71730376715,1619.6216314683,894.845856210855,-4299.3802470432,-5393.45752155205,777.079145205868,1990.72870340992,2695.03087396465,"USA.NorthSlope.FranklinBluffs-C16","presence"
2153.71730376715,1619.6216314683,894.845856210855,-4299.3802470432,-5393.45752155205,777.079145205868,1990.72870340992,2695.03087396465,"USA.NorthSlope.FranklinBluffs-C16","presence"
259.685428288033,491.919831090314,2230.32717311948,-2625.80251389812,-1777.57466728962,1660.03838174392,1111.934286916,2160.98763812536,"nonveg_628","absence"
1961.5808222177,1510.84504037034,1041.44641936709,-4435.75010010493,-5162.72457898256,705.273254072274,2177.47031716187,2393.41809356671,"USA.NorthSlope.FranklinBluffs-C15","presence"
864.447886080777,586.091236373695,1163.44548746839,-1653.08871141811,-1790.84529846208,1309.06210088057,923.64204561642,444.046544610087,"nonveg_663","absence"
749.726459824957,577.698494966129,414.951695377952,-821.032077889008,-799.51186671766,1406.0655515203,584.942715494863,602.976840529501,"nonveg_768","absence"
3329.85914767368,2968.58396599164,1792.56037972337,-5879.56757855632,-7058.70197381172,858.623349985814,3313.65588609149,3518.26784843077,"Sweden.Abisko.VJ-SalixShrub","presence"
3198.00904360432,3062.89783785021,2035.30901764058,-5344.01402966084,-6852.29323335645,556.310945173177,3527.10048832214,3350.52551624278,"Canada.BonifaceRiver.AB1","presence"
82.9274743072821,275.450536430863,-343.560456434083,-789.593057631685,-1157.23378436149,1839.23045623102,-16.2165997645836,758.841557738154,"nonveg_995","absence"
90.7492760949146,607.971289584234,523.302304005929,-1962.33325705055,-2059.35830918693,884.235784369916,326.056824876695,614.843110467343,"nonveg_871","absence"
3759.88024506555,2465.49996242322,2348.78197289028,-5767.04255406777,-6340.63755719277,521.188397436752,3038.55948452406,2871.34869926565,"USA.BrooksRange.7","presence"
529.451369740249,331.448547857887,-361.052221177958,-128.723686380979,-1960.93890080104,897.96173856875,201.118614710018,1818.40447238695,"nonveg_751","absence"
630.992195489656,306.997261537012,268.710382637273,-1545.45694846152,-1708.85493379053,694.416995858672,492.139101727907,856.005838924128,"nonveg_968","absence"
1237.79303919894,878.477302143996,1032.89449683441,-2411.19627319302,-1670.03158241165,1140.29553882845,1535.88917791491,1441.26879357331,"nonveg_647","absence"
2690.85765693442,1834.36742370682,1939.54284453264,-6013.47363211734,-5790.96849555151,633.319141056769,2591.75505009205,3736.86206534969,"USA.InteriorAlaska.4","presence"
-33.2256469626699,1593.40368337302,804.823035841707,-3312.26835181297,-3235.16882485914,509.415827296222,592.925683553669,2384.19983321784,"nonveg_600","absence"
2223.0019513267,1286.32907155649,2525.63854472036,-4359.72317351991,-5752.99572778617,669.420404284895,1825.97554116786,2016.29096402763,"USA.NorthSlope.9","absence"
870.596848715081,776.613780201089,197.506298842977,-1237.7206490431,-1877.97218635237,2287.08361479308,495.015743170339,953.883171726249,"nonveg_674","absence"
2191.55553787869,1501.54956832861,1713.46359697059,-4580.93996400271,-4899.46717385745,758.611436416208,2335.99935902592,1646.5230751813,"Canada.Yukon.WHEATEAR","presence"
83.9980590298113,404.904355621676,-53.5636091314252,-2125.62958547461,-1902.83909805827,1029.77904438412,343.417017799175,1977.77690047879,"nonveg_779","absence"
2465.59570705967,2750.04386968967,1715.95344098532,-5785.70040215121,-6203.85208352006,532.229303411361,2538.89656067169,1491.88249055207,"Norway.Javrresduottar.EC-Sphagnum","absence"
1939.66223384304,1884.37647929378,1068.65304751176,-4649.34404928934,-6136.13014813056,456.795204530375,1552.52093317629,2615.81687899542,"Norway.Javrresduottar.EC-Salix","presence"
3637.05056681509,2490.57909617073,1475.20204053121,-5193.62077641048,-6732.63867091148,526.825313939335,3149.39210057295,3494.87132315678,"USA.InteriorAlaska.2","presence"
2194.42029307038,2306.03767568015,1636.61958925822,-5659.65238218971,-6002.37344890734,542.935977315604,2342.62275528119,3482.50233195636,"Finland.Javrresduottar.EC-Salix","presence"
3405.19157398632,3313.95651605671,2244.67889105964,-6082.42628083309,-6710.23644118408,586.034135779238,4250.96847935298,3336.50311211595,"Norway.Javrresduottar.A-Sedge","absence"
2492.70537815841,2991.56334107419,1535.89874303136,-5738.47931078896,-6093.61409545659,665.636259720961,2592.07887552178,2953.05405018807,"Russia.Tiksi.WetFen","absence"
-84.4477494764033,225.107517385293,374.35441365978,-1497.35724327209,-300.492945569316,870.372183429407,440.400437784333,1585.21698986578,"nonveg_709","absence"
2226.3202142168,1997.6589449624,1569.56138830171,-4944.99671453316,-5355.94397666976,663.42063226424,1941.16503805125,3403.59546846333,"USA.YukonKuskokwimDelta.15B3","presence"
963.474858288127,908.631360747161,1205.49746392539,-2883.59844911717,-2242.45672262403,769.70124895275,1023.16512027706,1114.39876737575,"nonveg_764","absence"
752.999473831416,435.095408172187,34.4499738514347,-2298.05876492362,-1878.23653997648,662.116276945887,249.665283655625,1008.82967924087,"nonveg_785","absence"
1485.1761778242,1350.45440600857,879.521444651801,-3983.23902425417,-4775.80732957322,768.875125599553,1605.748763021,3191.72001675247,"USA.NorthSlope.WestDock-C14","presence"
423.918468290583,820.380863622321,201.366092221542,-1870.47237889192,-2264.60207808175,2128.30238588115,409.159883589249,762.517447841732,"nonveg_1261","absence"
744.327173022138,813.67324652511,342.250750921156,-2213.04798355159,-2745.68210727538,837.004073003892,650.598821345538,1922.2460370322,"Canada.Ivujivik.TP10","presence"
3661.94482766859,3240.11892488023,1113.48589659579,-5751.2186659467,-6617.63440087533,674.001523439328,3373.47847288419,3294.97318846943,"USA.InteriorAlaska.BABBAGE","presence"
3240.38277584574,3108.63857385955,1555.09800050285,-5453.22027774959,-6457.28436547064,635.165288336835,3213.04797017303,6046.16134013779,"Sweden.Abisko.KJ-SalixShrub","presence"
1655.23127918538,1659.55430700574,1431.04017590783,-4191.81818885901,-4246.27040748619,703.264452330711,1373.72542917243,866.77236737592,"Canada.ChukotkaRiver.TPO5","presence"
-439.786606991067,97.6543244406759,-126.557568018105,432.114884943739,639.040859894305,241.841013361304,-72.3660578766467,1279.25061442799,"nonveg_1509","absence"
781.406320342784,320.554641676141,289.098980434005,-1463.56416504987,-2717.67785574465,514.251070997794,365.658135398187,1307.5538930117,"nonveg_816","absence"
1961.5808222177,1510.84504037034,1041.44641936709,-4435.75010010493,-5162.72457898256,705.273254072274,2177.47031716187,2393.41809356671,"USA.NorthSlope.FranklinBluffs-C15","presence"
2663.14473111242,2055.88694215526,1899.62719014212,-5478.98026497954,-6062.39959270461,692.345147214967,2836.89079795303,2520.80346999305,"USA.SewardPeninsula.18","presence"
-439.786606991067,97.6543244406759,-126.557568018105,432.114884943739,639.040859894305,241.841013361304,-72.3660578766467,1279.25061442799,"nonveg_1509","absence"
1774.59533365718,1811.7758489102,687.390546802784,-4342.26531988119,-4866.85123182835,664.736856542715,1906.33455021998,2601.96690998827,"USA.NorthSlope.Deadhorse-C16","presence"
3398.86955965389,2903.87075057424,2180.68673417092,-6082.31332900879,-6271.21925157995,677.693357044266,3623.59350304684,3528.67455175863,"Sweden.Abisko.NF-SeasonallyFlooded","presence"
2271.09796477732,1349.29481416878,2110.95976217208,-4403.59858289784,-4923.76397236401,843.10828515787,1573.63075865673,3340.12724172699,"Canada.KluaneLake.Gladstone-MixedTundra","presence"
450.454225608219,224.749345396524,66.8768717695843,-1485.50950410808,-1565.24370304833,1158.1395852333,355.894767016264,1008.81229385612,"nonveg_984","absence"
607.570758571273,-88.0683993722989,203.469241791804,-1985.71922788861,-1804.34197348254,1010.20216777481,16.3615541516167,3530.49573714457,"nonveg_1888","absence"
1410.10817285298,1333.46555763175,1293.22174401927,-3328.84242007618,-3532.50212285525,1026.83787525473,1494.96411136546,654.323581510433,"nonveg_898","absence"
3329.85914767368,2968.58396599164,1792.56037972337,-5879.56757855632,-7058.70197381172,858.623349985814,3313.65588609149,3518.26784843077,"Sweden.Abisko.VJ-SalixShrub","presence"
1027.91653158964,1169.78718428063,254.377491008256,-2435.81999824105,-2996.65418788926,1049.3406776999,1212.89518853021,2998.34933013812,"USA.NorthSlope.HoweIsland-C13","presence"
2663.14473111242,2055.88694215526,1899.62719014212,-5478.98026497954,-6062.39959270461,692.345147214967,2836.89079795303,2520.80346999305,"USA.SewardPeninsula.18","presence"
3287.84617195587,2304.2302039515,2320.90006198464,-6500.41547565467,-6569.11461497361,482.08193493361,3078.38933742209,1971.42916923003,"USA.InteriorAlaska.17","presence"
251.219366363148,404.789767969848,-165.640790821986,-1824.30255142452,-2319.09667202137,1054.87966420689,282.166396759458,1287.12357788018,"nonveg_941","absence"
3432.90707843165,3401.97015834127,2442.55446406182,-6255.08484137009,-6678.94081950128,532.682727946792,3303.94462374672,2351.35335719406,"Sweden.Abisko.VJ-MesicHeath","presence"
329.825214089891,460.621687969234,-391.650036007231,-1079.74423326758,-1630.92885188358,1714.72106140091,158.676629504672,824.639086803699,"nonveg_907","absence"
610.907554447136,439.954126126863,348.941085197058,-1210.25093825479,-1755.74852404125,805.563089985486,713.501941826888,1895.04574336031,"Canada.Ivujivik.RTP13","presence"
3327.75422504935,1411.82926861532,1273.92641422428,-6189.65179555538,-6739.69106707141,724.714164810872,2937.01435107066,5018.33273391492,"Canada.KluaneLake.Outpost-ShrubTundra","presence"
870.596848715081,776.613780201089,197.506298842977,-1237.7206490431,-1877.97218635237,2287.08361479308,495.015743170339,953.883171726249,"nonveg_674","absence"
3759.88024506555,2465.49996242322,2348.78197289028,-5767.04255406777,-6340.63755719277,521.188397436752,3038.55948452406,2871.34869926565,"USA.BrooksRange.7","presence"
3564.0347486453,2934.1052147198,2525.65930251945,-6148.3726590068,-6600.07034774289,700.028807702298,2949.55315174819,1091.93919188946,"Canada.Yukon.SOUTHSTONEBOY","presence"
3137.3426649486,2256.12897614022,1280.86286735922,-5662.44958574268,-6827.70777902278,499.35924379858,2792.13306921177,4300.93396512941,"USA.SewardPeninsula.19","presence"
705.141672219755,391.634752164881,-389.464468281596,-548.965582800251,-1391.6801372882,1472.35528063093,471.235508619284,2241.9234674125,"nonveg_897","absence"
654.975014321723,838.161499906824,28.2569342278857,-544.225431507155,-1974.46491997468,1446.32304693683,167.940266516651,1769.67400611864,"nonveg_1416","absence"
187.440342928895,197.794536337387,184.371339439163,-2968.25031128382,-2152.27425234453,794.826123204527,800.452068115605,2253.06898381583,"nonveg_648","absence"
190.543503826246,801.157782755573,-310.313365205381,-1896.42735501153,-2159.68991580881,461.740108485929,128.065161570894,1654.41901080349,"nonveg_684","absence"
3017.21638535279,3066.22830502959,2151.86555850872,-5254.56703396002,-6110.69753215761,665.572939260232,2515.34462473721,2141.92021722215,"Sweden.Abisko.NT-SparseVeg","presence"
3193.86484107835,2631.10168144917,1997.06098458435,-5653.83815779696,-6534.14075518162,653.829992992328,3063.65105865922,2601.46425273783,"Canada.Yukon.UPPERQUARRY","presence"
3276.39327349778,2578.65278556974,2323.36998306789,-6012.76528200282,-6332.25400203231,713.85109268381,3090.59634161645,1486.33819548916,"USA.InteriorAlaska.FRYINGPAN","absence"
472.384774317858,15.4772215868736,217.563920465605,699.382297966951,-399.078907567038,390.094315682435,269.234167195923,1666.14785503274,"nonveg_1547","absence"
-1152.46253555683,632.166092852071,10000,-1379.69824285129,-581.673401936211,1502.44273660207,2034.49411746355,2209.03240031748,"nonveg_1241","absence"
