"spectral_EVI2b_peakSummer","spectral_EVI2b_startSnowfree","spectral_NDVI_peakSummer","spectral_NDWI_endSnowfree","spectral_NDWI_peakSummer","spectral_red_peakSummer","spectral_EVI2b_annualMean","spectral_EVI2b_changeSSES","site_code","presence_absence"
-464.231549828201,-207.703831812991,-457.587647623057,-655.618624172098,-1727.97976699921,1100.96241540206,-188.823283388786,-1.49460696773194,"nonveg_703","absence"
484.358639213038,357.632179363047,1465.34339462974,-1964.08011213846,-2001.17738682349,703.153039104529,325.417428556537,-3.09234435224535,"nonveg_968","absence"
1265.79343678295,500.062982245765,2040.657629822,-1701.54199000596,-648.655162101266,2524.92724498561,854.897940207167,11.7784905508124,"nonveg_801","absence"
4464.05107808577,2147.56199225512,7217.60744346026,-5957.2837325516,-6817.48328687578,559.75515582879,2974.57874860472,38.649220509076,"Canada.Yukon.PAGE","presence"
2323.76528229488,661.573126938867,3930.25234322472,-3454.1358725644,-2666.44787564568,1338.83761143091,1239.76829854507,6.54659342458836,"nonveg_632","absence"
4126.78214801095,2676.99703284516,7137.86529413021,-5636.27837311866,-6093.92603567547,597.446088099088,3591.82588145488,25.4223980390003,"Russia.Tazovsky.Burned44","presence"
4998.15184242887,1196.05960993546,7415.75839785079,-5793.54646572718,-6716.23169047373,542.410242820641,3164.36179032339,102.366211317012,"USA.InteriorAlaska.BABBAGE","presence"
3400.83356666369,2077.13167916234,5487.35792660272,-5572.70786140447,-6010.20773786972,842.162334678745,2823.10844211987,7.9466670580186,"USA.YukonKuskokwimDelta.U","presence"
997.723289036001,-234.718149935715,996.875836407317,115.375128153236,305.872159559673,1393.62244845864,449.555167946451,35.3505214759984,"nonveg_1642","absence"
590.471955083305,647.985040766548,1772.22653228734,-1910.22381132405,-2883.30651524094,763.770307747336,649.621137320652,-8.17227825087601,"nonveg_746","absence"
3115.91290822124,1884.63120776181,6577.40001875544,-5735.37155517647,-6836.46511265132,587.831355484014,2764.40458711541,8.88322832285313,"Canada.DeceptionBay.BEGL1","presence"
2743.18724438427,1793.48953505239,5009.49685421933,-4913.48717082406,-5559.26355205783,755.310711834448,2033.77129496555,36.0550215929664,"Russia.Yamal.VaskinyDachi-3","presence"
4207.2706782694,1822.03870958121,6732.97894296546,-4943.97681889464,-6165.73118211095,671.695810555329,2911.30214669186,31.1117235304496,"Russia.Kolyma.OW1","presence"
-67.4593383459454,417.094305849895,-144.750639357363,-811.659688941165,-2782.81829911869,760.51379565627,410.016140654894,10.1177282429663,"nonveg_790","absence"
683.593784615164,805.429832887914,1197.07244967345,-2369.13424958694,-2387.90799781806,1686.37125651074,709.616546459734,5.13590609008874,"nonveg_975","absence"
679.574406492906,730.278222662858,972.205737105489,-2233.03478597887,-2252.32961496613,2092.71690272011,618.45050198306,-4.98711423123502,"nonveg_767","absence"
3659.59071850617,1981.41996549605,6815.34616163783,-6357.77918009249,-6622.40507563299,519.872652080303,2335.8823454097,-3.21227934100012,"Canada.PayneLake.TDA0","presence"
441.952788744299,212.821710799874,1114.8822372686,736.127869005969,-1142.31671627374,1117.2543206281,92.9169514174808,-9.26354938522603,"nonveg_594","absence"
471.639345994236,-355.476178363075,-1503.06327279862,4108.63343935351,4578.31060824828,876.766342911075,-141.462522622876,36.855454197377,"nonveg_1367","absence"
2375.22784528102,1620.70364997795,4418.21834461988,-4668.08772484728,-5310.51892932696,679.309585107652,2433.65751919899,5.2471972390061,"Canada.BonifaceRiver.LSA2","presence"
4813.32594996401,2817.69823962675,8466.06077586498,-6381.01444846396,-7746.81543305303,306.573205932054,4190.06513280082,19.0066754227737,"Finland.Kevo.14","presence"
4095.52870636124,1622.38162842363,6806.5590712617,-6002.86982414483,-6792.01746097116,414.789484200327,2625.19911980912,45.5339063023695,"Sweden.Abisko.KJ-SalixShrub","presence"
3741.05077879867,2513.76177140635,6242.22918044135,-5962.97602077103,-6197.92182264638,722.785167530984,2840.99069368863,44.4566894755469,"Canada.Yukon.SCHAR","presence"
1038.61022929182,643.923218793446,1428.25201927122,-1872.55626325887,-1411.71642425364,2347.40189815551,812.000659906933,18.7976476253093,"nonveg_602","absence"
506.120845435138,281.883501949972,934.186962737773,-971.180378395637,-1503.94951359531,1723.98145376617,400.147932212359,-6.96394823218328,"nonveg_1834","absence"
84.5845862212277,195.783584940632,475.466250868996,-1022.60990743639,-906.001931895238,540.721295881483,153.846507424906,3.97077959269486,"nonveg_870","absence"
818.753988123643,845.826828136564,1293.57282772241,-968.05217657402,-1039.052837331,1838.60906235187,584.304482417853,-11.633648703372,"nonveg_936","absence"
2541.84055689431,1325.58961952397,4628.30352780932,-4371.75467210574,-4547.1383085255,932.806555640017,2105.25665076244,18.3918611185252,"Russia.Tiksi.LichenTundra","presence"
1208.04129129821,132.834883593926,1684.06955593164,-2510.02942469403,-1964.93652244198,1967.12652025716,747.835735975343,39.5354889754637,"nonveg_880","absence"
4103.05380688949,2363.54762866584,7230.80569368299,-5809.53320462544,-7207.60171526299,326.757467034115,3533.32825619087,39.2073080318954,"Sweden.Abisko.VJ-MesicHeath","presence"
1424.50873815291,405.97042196425,6938.7218399253,-4787.4561853559,-6233.79171515456,193.865283558659,1335.29130298116,20.1343877609809,"nonveg_1607","absence"
2289.47790033455,1617.69616514718,6785.88528904247,-5270.33675562992,-6590.07481183187,170.359568575999,1978.67099621232,-2.2216641429684,"USA.InteriorAlaska.1","presence"
1965.58098300891,1167.49916648263,4365.40250652387,-4434.57551067172,-4883.85088538644,671.475563253573,1924.21073686923,15.9514967184681,"Canada.LeRoyLake.TD4","presence"
1424.50873815291,405.97042196425,6938.7218399253,-4787.4561853559,-6233.79171515456,193.865283558659,1335.29130298116,20.1343877609809,"nonveg_1607","absence"
-299.700973868178,680.568978657204,-271.062718528201,-1039.63728676183,-2818.23047901583,2414.62213003377,584.21919335855,4.07515636180063,"nonveg_643","absence"
2653.81173118289,1244.71114741059,6094.24266271935,-5957.8323074331,-6029.48029879851,474.313818031917,2065.14881160837,58.7402032596855,"Finland.Javrresduottar.EC-Hummock","presence"
2701.28001124826,1431.31494286558,5282.36629328203,-4791.74282571013,-4805.26501159895,852.687149884324,2200.65693190679,7.40547827888926,"Canada.LeRoyLake.TD7","presence"
360.907235137561,-143.431873467289,1106.24443723469,-1199.39036001849,-1732.17433280571,1288.71211618287,413.61118322456,24.2913338617458,"nonveg_984","absence"
4092.65616493513,2314.64240963844,6434.98373736473,-5668.57893314222,-6293.68805793648,705.160930604096,3300.0462779669,12.7972832726297,"Russia.Yamal.VaskinyDachi-1","presence"
374.67498393692,287.078665531093,967.048329209201,-1818.64885157976,-2215.49413321887,1116.31264826754,471.115772505291,14.474205394526,"nonveg_941","absence"
3691.20510071322,1618.9359258557,7134.23512094239,-5801.43021894255,-6649.18926091254,458.680299982729,2530.97744978102,40.2417722071476,"Canada.DaringLake.Tower4-LowShrub-1","presence"
922.700905877732,-212.056074558274,1888.03578711053,-1940.87342720837,-1369.53254671185,992.740790040036,464.331338870852,49.5225696183947,"nonveg_693","absence"
448.579193797788,803.211737720419,762.389300803116,-1698.82870391473,-1910.59973625326,2743.2173653787,379.456057215321,-25.0855863496499,"nonveg_674","absence"
542.343357555881,-122.628585350166,928.866190780586,-1021.25975858703,-1061.973430745,1919.19249874598,179.89382123236,9.44256608044736,"nonveg_997","absence"
803.540750310164,-560.78966012443,1774.34273551314,-1385.8502114004,-448.865897373763,1195.42300604988,206.219673282071,14.2429735203711,"nonveg_751","absence"
5023.69818815527,2739.83998594745,6956.74852364839,-6203.65346580602,-6213.7459988011,890.920314278583,4304.09510790763,29.6001886987594,"USA.YukonKuskokwimDelta.2","presence"
-460.616211762046,-189.466723138159,0.965884978426629,-1476.09020888289,-2388.85101178247,1147.89429008729,12.7028209586791,2.32023798757361,"nonveg_897","absence"
4013.03333795689,2462.30835263077,6005.84201631859,-5740.07261671159,-6145.96118533866,855.729081173492,3218.82802649771,27.6161560222132,"USA.YukonKuskokwimDelta.UB7","presence"
505.794646865856,168.789490711541,1528.99936271477,-1281.08829792807,-1789.623919712,766.816715535347,331.59827455325,-10.2168621171306,"nonveg_684","absence"
4111.8965831056,2312.09690878028,6460.57822018063,-5656.22806844655,-6450.8507327789,743.258517123717,3182.47017926388,19.3136272212544,"USA.InteriorAlaska.FRYINGPAN","absence"
1229.49191685831,658.2094720621,2187.57802477759,-2078.17545183712,-1677.07288501151,1575.22104199562,883.080178641803,-0.341202133413124,"nonveg_954","absence"
3217.437964723,1562.45355249414,5402.0078132563,-4957.84065708815,-5510.68649424063,822.63514350039,3013.50723087242,43.5296075659287,"USA.InteriorAlaska.BROWNSCREEK","presence"
3217.437964723,1562.45355249414,5402.0078132563,-4957.84065708815,-5510.68649424063,822.63514350039,3013.50723087242,43.5296075659287,"USA.InteriorAlaska.BROWNSCREEK","presence"
2288.35436523235,748.038318021924,4527.98715025258,-4178.34909168793,-4798.02817772129,792.004372324431,1095.04557719957,31.6494843186383,"USA.NorthSlope.WestDock-C14","presence"
2375.22784528102,1620.70364997795,4418.21834461988,-4668.08772484728,-5310.51892932696,679.309585107652,2433.65751919899,5.2471972390061,"Canada.BonifaceRiver.LSA2","presence"
2701.28001124826,1431.31494286558,5282.36629328203,-4791.74282571013,-4805.26501159895,852.687149884324,2200.65693190679,7.40547827888926,"Canada.LeRoyLake.TD7","presence"
3658.06773866915,1001.22871839483,6920.30083824449,-3627.47621689606,-5782.92851336514,610.335550627348,2349.1493987148,22.9733406913606,"Canada.KluaneLake.Quill-ShrubTundra","presence"
237.465668719549,27.4045399133273,517.423850674937,9173.50231105659,5626.71470955272,597.756262054754,68.4170004613714,5.33168071933917,"nonveg_1344","absence"
1031.16795888336,189.570604526672,2902.34618368805,-3054.53743129274,-3941.89741901693,703.828208919716,430.709511458101,-14.5434310400108,"nonveg_671","absence"
2288.10842906467,1126.99475403802,4314.21100055431,-4330.5596197269,-4714.74092637955,944.327192726035,1690.51440773965,23.1061453854629,"Canada.BanksIsland.GreenCabin-C09","absence"
360.428080953051,40.5729687861564,378.28045983522,1113.91415998788,-298.485121010728,833.826974917348,-147.491569491723,-14.9747501840842,"nonveg_1145","absence"
3272.3275232557,1226.53294122802,5793.69980323789,-4487.01997929064,-5592.72826280951,827.896127498673,2338.3342099682,19.0159240964074,"Canada.DeceptionBay.TH6","presence"
106.731664000449,237.562170043943,1110.52303601511,-2382.88771381701,-2808.54890325214,595.788582198571,496.916971251212,23.0477042005697,"nonveg_745","absence"
3734.37361891441,1975.71563667336,6492.41238070933,-6294.33899974953,-6242.51316309114,612.999741171466,3132.44124506103,-1.47680961342824,"Russia.Kytalyk.T2","presence"
4092.65616493513,2314.64240963844,6434.98373736473,-5668.57893314222,-6293.68805793648,705.160930604096,3300.0462779669,12.7972832726297,"Russia.Yamal.VaskinyDachi-1","presence"
3973.13242486985,2230.08639724176,6412.42426919801,-6532.35895934629,-6612.93729143523,621.352435128269,2966.88570245343,26.7765748856577,"USA.YukonKuskokwimDelta.15B6","presence"
150.745639691888,574.699305738948,633.537222930227,-1310.07404856169,-1582.84627294927,1350.29551568978,339.6031419668,0.846850407015781,"nonveg_1473","absence"
670.970492130274,110.182838107811,1039.55608242663,-1633.8087714488,-1258.14193531694,1981.66060310928,354.862516338495,9.30857769600523,"nonveg_955","absence"
4310.35930313426,2094.44955763805,7761.30951652799,-6161.75544243207,-7120.59167556637,462.519878458696,3334.64383765015,16.0909368543305,"Finland.Kilpisjarvi.16","presence"
3091.78490227967,1632.11862922883,6297.99874397674,-5927.57753697079,-6532.28666097489,484.740153623185,2566.30906053536,19.0289588163713,"Norway.Javrresduottar.EC-Sphagnum","absence"
2693.73343502814,1376.67985843448,5445.37266439242,-4995.79182572142,-5695.8996741331,588.755824338736,2278.23278175989,-3.78547433084683,"Canada.CoutureLake.TDO4","presence"
3459.89415972039,1904.10464420177,6141.83895697594,-5476.25736937731,-5979.02486506214,734.781942672231,2374.2241610438,21.0824176322956,"USA.NorthSlope.Sagwon-C18","presence"
1336.44249613845,1068.16930730309,1668.6016717088,-2283.31230560543,-949.320473596686,873.192883866546,713.576338349713,-8.71005993487791,"nonveg_700","absence"
3789.94126859766,2110.25711092561,6981.29026436332,-5736.28450837371,-6132.94339792113,575.612503472452,2833.79872480538,38.9850209630878,"Russia.Kolyma.T1","presence"
4250.28048994045,1971.3360395912,6787.22679943844,-5724.76148656603,-6457.08409041519,696.534135519992,3140.52610444318,30.7518067979649,"USA.InteriorAlaska.LOWERQUARRY","presence"
3427.65418693546,2361.27782806983,7151.47945705298,-6719.56974545845,-6484.35230304664,371.56961872819,2866.77862011222,0.0496102654503654,"USA.InteriorAlaska.22","presence"
2288.35436523235,748.038318021924,4527.98715025258,-4178.34909168793,-4798.02817772129,792.004372324431,1095.04557719957,31.6494843186383,"USA.NorthSlope.WestDock-C14","presence"
2553.39498849567,1395.97380890154,4802.82777099591,-4697.70438839436,-5164.53403221267,764.875062830458,1805.90333549,6.64698925613967,"USA.YukonKuskokwimDelta.1","absence"
727.631910718634,-548.202027941849,2805.58398168629,537.628083856036,-1119.00543589469,507.300461323974,338.862208800813,27.6584295686232,"nonveg_1794","absence"
3091.78490227967,1632.11862922883,6297.99874397674,-5927.57753697079,-6532.28666097489,484.740153623185,2566.30906053536,19.0289588163713,"Norway.Javrresduottar.EC-Sphagnum","absence"
834.541907373275,99.2972181256067,3282.75852694099,-2703.14236120746,-6070.10784508229,163.959495009432,720.73476338362,31.6883758870389,"nonveg_856","absence"
2289.47790033455,1617.69616514718,6785.88528904247,-5270.33675562992,-6590.07481183187,170.359568575999,1978.67099621232,-2.2216641429684,"USA.InteriorAlaska.1","presence"
818.753988123643,845.826828136564,1293.57282772241,-968.05217657402,-1039.052837331,1838.60906235187,584.304482417853,-11.633648703372,"nonveg_936","absence"
-311.859326645317,284.332752286755,-85.0778211031294,-777.004190381989,-1748.35700406356,1430.63787192688,229.464580131173,-0.527119543875442,"nonveg_1234","absence"
509.803624391181,401.028379480167,1100.77305869887,-1352.31771663732,-1032.66602844224,707.220854037504,149.640970601232,-28.1073578974093,"nonveg_932","absence"
626.742556620758,438.019729848024,1195.18353190664,-1283.55232871589,-908.098540558925,1024.86967535912,474.400907880542,-37.0955361673186,"nonveg_972","absence"
1640.76307130232,1386.2872291689,3394.48937949734,-3017.06488517907,-3948.83250703244,908.77244035908,1598.16478117163,10.9359429106407,"nonveg_1069","absence"
3171.85304801841,2286.53344058336,5314.41148914239,-5880.32488983178,-5514.23382536765,877.711037899096,2376.55694307902,15.8193658288866,"USA.YukonKuskokwimDelta.15B5","presence"
327.782099171712,167.598338137528,661.359156906216,-414.454046114256,-1181.43728561199,1611.17704474111,-32.4351936690673,11.761801376701,"nonveg_670","absence"
4325.10882401809,1588.36527382091,7115.03920250097,-5856.83345978019,-6677.88051236427,521.070436655213,3777.09806840325,38.1957064553706,"Canada.ClearwaterLake.LSA2","presence"
4250.28048994045,1971.3360395912,6787.22679943844,-5724.76148656603,-6457.08409041519,696.534135519992,3140.52610444318,30.7518067979649,"USA.InteriorAlaska.LOWERQUARRY","presence"
-274.125080630872,-233.915197758847,-1503.70982764793,7030.74393558895,8860.4717132172,136.282756644537,-330.324898970307,-133.703691971573,"nonveg_1994","absence"
673.196981352534,299.771250821281,1824.86234452103,-1174.39150930545,-1056.91409304532,1034.18349554313,350.79438229776,-6.43696464197657,"nonveg_794","absence"
3250.67993291804,2047.32864422543,5639.46583297669,-4804.10455526826,-5707.35565526491,732.923319086295,2900.28859990255,21.2986033256503,"Finland.Kevo.8","presence"
3833.93843089191,1652.90869385485,6333.24151607684,-4947.36414361253,-6229.13221758776,733.151861609149,2626.17992426748,27.8449680802162,"Canada.Yukon.SPRINGRIVER","presence"
4813.32594996401,2817.69823962675,8466.06077586498,-6381.01444846396,-7746.81543305303,306.573205932054,4190.06513280082,19.0066754227737,"Finland.Kevo.14","presence"
505.794646865856,168.789490711541,1528.99936271477,-1281.08829792807,-1789.623919712,766.816715535347,331.59827455325,-10.2168621171306,"nonveg_684","absence"
3272.27983314901,1913.68694578392,6541.14583108173,-5603.82205367373,-6440.73650577219,484.836549848081,2352.44704265191,13.2195830371267,"Canada.LeRoyLake.TDA3","presence"
1322.61016713167,697.776099745944,2519.98694465628,-2956.12860259673,-3858.84823237876,1011.82852958249,914.599245318473,23.4533345806131,"Canada.BanksIsland.GreenCabin-C07","absence"
3401.4337908242,2203.55985316437,5498.42863925093,-5850.26803311911,-6272.97514516192,727.929087518751,3017.11476976458,44.4331343605744,"Finland.Kevo.1","presence"
194.793102648487,-240.090251376542,920.8399823877,-637.636714173206,-1648.62753116217,684.419847529511,88.3185100069243,16.4349038821298,"nonveg_1469","absence"
1167.55031911163,657.409422779661,1919.66520739736,-2180.73275576467,-1633.80099423282,1678.92002347193,929.711806527154,19.2242078442855,"nonveg_899","absence"
3276.56510799708,2125.44531031113,6523.92137986017,-5840.04513886689,-6092.38845323365,590.001155739347,2380.34640200111,1.80506838090474,"Finland.Javrresduottar.A-Betula","presence"
1120.73160699537,782.200893160264,2794.48636463846,-1890.00064499893,-3611.45516240173,648.613402564456,983.506882471126,74.9033315820103,"nonveg_1132","absence"
3621.60380141064,2245.07054972581,6650.97152592228,-6253.01957390113,-6299.22968649039,581.166484139107,2884.8449140233,44.64019119193,"Sweden.Abisko.NF-DryHeath","presence"
2034.55487033552,954.489378801196,4194.87158515383,-4408.02263726402,-5755.00319026778,628.413544184449,1483.30631412733,-6.74682910060749,"USA.NorthSlope.FranklinBluffs-C17","absence"
917.521021420927,-653.644129042214,1602.40701676249,-2259.00662192567,-1259.30373234414,1075.74038193914,-92.3315813096335,-19.2293315973019,"nonveg_659","absence"
-263.289984445451,-1668.61759311086,-2410.45864146547,8691.62421018636,6759.85945423782,147.224412042007,-528.169158904147,63.3726784461514,"nonveg_1797","absence"
1029.60416171428,416.253175041841,2447.04776209594,-2230.31661365049,-2507.58138070234,901.906471941966,748.522521383777,5.29292224979223,"nonveg_957","absence"
1.75751077043392,-431.904377972765,371.845003812344,-778.470701844103,-1381.57786489998,699.326558730538,34.1432951495484,20.5693722619586,"nonveg_1499","absence"
505.794646865856,168.789490711541,1528.99936271477,-1281.08829792807,-1789.623919712,766.816715535347,331.59827455325,-10.2168621171306,"nonveg_684","absence"
5659.87192297572,1607.81219728943,8490.91828666196,-4363.40408306756,-7298.01814381246,402.28802371519,2774.29764998187,69.0022715852155,"Canada.KluaneLake.Outpost-ShrubTundra","presence"
462.864341461838,-225.946195604476,670.904229118136,-1477.96017353247,-1426.76559296212,2947.52868423974,323.910415176257,37.5052909115537,"nonveg_733","absence"
-58.497305671593,648.860406305012,435.24478313136,-2195.32044922077,-2095.75200469648,967.082586521579,272.605118730026,-4.71122734958509,"nonveg_542","absence"
