"threshold","metric","estimator","estimate","outer_fold","model","mtry","max.depth","feat_thresh"
0.8,"kap","binary",0.0540540540540542,"65","rf",42,3,50
0.85,"kap","binary",0,"65","rf",42,3,50
0.9,"kap","binary",0,"65","rf",42,3,50
0.95,"kap","binary",0,"65","rf",42,3,50
1,"kap","binary",0,"65","rf",42,3,50
0,"f_meas","binary",0.923076923076923,"65","rf",42,3,50
0.05,"f_meas","binary",1,"65","rf",42,3,50
0.1,"f_meas","binary",1,"65","rf",42,3,50
0.15,"f_meas","binary",1,"65","rf",42,3,50
0.2,"f_meas","binary",1,"65","rf",42,3,50
0.25,"f_meas","binary",1,"65","rf",42,3,50
0.3,"f_meas","binary",1,"65","rf",42,3,50
0.35,"f_meas","binary",1,"65","rf",42,3,50
0.4,"f_meas","binary",1,"65","rf",42,3,50
0.45,"f_meas","binary",1,"65","rf",42,3,50
0.5,"f_meas","binary",1,"65","rf",42,3,50
0.55,"f_meas","binary",1,"65","rf",42,3,50
0.6,"f_meas","binary",0.8,"65","rf",42,3,50
0.65,"f_meas","binary",0.8,"65","rf",42,3,50
0.7,"f_meas","binary",0.666666666666667,"65","rf",42,3,50
0.75,"f_meas","binary",0.666666666666667,"65","rf",42,3,50
0.8,"f_meas","binary",0.285714285714286,"65","rf",42,3,50
0.85,"f_meas","binary",NA,"65","rf",42,3,50
0.9,"f_meas","binary",NA,"65","rf",42,3,50
0.95,"f_meas","binary",NA,"65","rf",42,3,50
1,"f_meas","binary",NA,"65","rf",42,3,50
0,"f_meas_beta2","binary",0.967741935483871,"65","rf",42,3,50
0.05,"f_meas_beta2","binary",1,"65","rf",42,3,50
0.1,"f_meas_beta2","binary",1,"65","rf",42,3,50
0.15,"f_meas_beta2","binary",1,"65","rf",42,3,50
0.2,"f_meas_beta2","binary",1,"65","rf",42,3,50
0.25,"f_meas_beta2","binary",1,"65","rf",42,3,50
0.3,"f_meas_beta2","binary",1,"65","rf",42,3,50
0.35,"f_meas_beta2","binary",1,"65","rf",42,3,50
0.4,"f_meas_beta2","binary",1,"65","rf",42,3,50
0.45,"f_meas_beta2","binary",1,"65","rf",42,3,50
0.5,"f_meas_beta2","binary",1,"65","rf",42,3,50
0.55,"f_meas_beta2","binary",1,"65","rf",42,3,50
0.6,"f_meas_beta2","binary",0.714285714285714,"65","rf",42,3,50
0.65,"f_meas_beta2","binary",0.714285714285714,"65","rf",42,3,50
0.7,"f_meas_beta2","binary",0.555555555555556,"65","rf",42,3,50
0.75,"f_meas_beta2","binary",0.555555555555556,"65","rf",42,3,50
0.8,"f_meas_beta2","binary",0.2,"65","rf",42,3,50
0.85,"f_meas_beta2","binary",NA,"65","rf",42,3,50
0.9,"f_meas_beta2","binary",NA,"65","rf",42,3,50
0.95,"f_meas_beta2","binary",NA,"65","rf",42,3,50
1,"f_meas_beta2","binary",NA,"65","rf",42,3,50
0,"j_index","binary",0,"65","rf",42,3,50
0.05,"j_index","binary",1,"65","rf",42,3,50
0.1,"j_index","binary",1,"65","rf",42,3,50
0.15,"j_index","binary",1,"65","rf",42,3,50
0.2,"j_index","binary",1,"65","rf",42,3,50
0.25,"j_index","binary",1,"65","rf",42,3,50
0.3,"j_index","binary",1,"65","rf",42,3,50
0.35,"j_index","binary",1,"65","rf",42,3,50
0.4,"j_index","binary",1,"65","rf",42,3,50
0.45,"j_index","binary",1,"65","rf",42,3,50
0.5,"j_index","binary",1,"65","rf",42,3,50
0.55,"j_index","binary",1,"65","rf",42,3,50
0.6,"j_index","binary",0.666666666666667,"65","rf",42,3,50
0.65,"j_index","binary",0.666666666666667,"65","rf",42,3,50
0.7,"j_index","binary",0.5,"65","rf",42,3,50
0.75,"j_index","binary",0.5,"65","rf",42,3,50
0.8,"j_index","binary",0.166666666666667,"65","rf",42,3,50
0.85,"j_index","binary",0,"65","rf",42,3,50
0.9,"j_index","binary",0,"65","rf",42,3,50
0.95,"j_index","binary",0,"65","rf",42,3,50
1,"j_index","binary",0,"65","rf",42,3,50
0,"mcc","binary",NA,"65","rf",42,3,50
0.05,"mcc","binary",1,"65","rf",42,3,50
0.1,"mcc","binary",1,"65","rf",42,3,50
0.15,"mcc","binary",1,"65","rf",42,3,50
0.2,"mcc","binary",1,"65","rf",42,3,50
0.25,"mcc","binary",1,"65","rf",42,3,50
0.3,"mcc","binary",1,"65","rf",42,3,50
0.35,"mcc","binary",1,"65","rf",42,3,50
0.4,"mcc","binary",1,"65","rf",42,3,50
0.45,"mcc","binary",1,"65","rf",42,3,50
0.5,"mcc","binary",1,"65","rf",42,3,50
0.55,"mcc","binary",1,"65","rf",42,3,50
0.6,"mcc","binary",0.471404520791032,"65","rf",42,3,50
0.65,"mcc","binary",0.471404520791032,"65","rf",42,3,50
0.7,"mcc","binary",0.353553390593274,"65","rf",42,3,50
0.75,"mcc","binary",0.353553390593274,"65","rf",42,3,50
0.8,"mcc","binary",0.166666666666667,"65","rf",42,3,50
0.85,"mcc","binary",NA,"65","rf",42,3,50
0.9,"mcc","binary",NA,"65","rf",42,3,50
0.95,"mcc","binary",NA,"65","rf",42,3,50
1,"mcc","binary",NA,"65","rf",42,3,50
0,"sens","binary",1,"65","rf",42,3,50
0.05,"sens","binary",1,"65","rf",42,3,50
0.1,"sens","binary",1,"65","rf",42,3,50
0.15,"sens","binary",1,"65","rf",42,3,50
0.2,"sens","binary",1,"65","rf",42,3,50
0.25,"sens","binary",1,"65","rf",42,3,50
0.3,"sens","binary",1,"65","rf",42,3,50
0.35,"sens","binary",1,"65","rf",42,3,50
0.4,"sens","binary",1,"65","rf",42,3,50
0.45,"sens","binary",1,"65","rf",42,3,50
0.5,"sens","binary",1,"65","rf",42,3,50
0.55,"sens","binary",1,"65","rf",42,3,50
0.6,"sens","binary",0.666666666666667,"65","rf",42,3,50
0.65,"sens","binary",0.666666666666667,"65","rf",42,3,50
0.7,"sens","binary",0.5,"65","rf",42,3,50
0.75,"sens","binary",0.5,"65","rf",42,3,50
0.8,"sens","binary",0.166666666666667,"65","rf",42,3,50
0.85,"sens","binary",0,"65","rf",42,3,50
0.9,"sens","binary",0,"65","rf",42,3,50
0.95,"sens","binary",0,"65","rf",42,3,50
1,"sens","binary",0,"65","rf",42,3,50
0,"spec","binary",0,"65","rf",42,3,50
0.05,"spec","binary",1,"65","rf",42,3,50
0.1,"spec","binary",1,"65","rf",42,3,50
0.15,"spec","binary",1,"65","rf",42,3,50
0.2,"spec","binary",1,"65","rf",42,3,50
0.25,"spec","binary",1,"65","rf",42,3,50
0.3,"spec","binary",1,"65","rf",42,3,50
0.35,"spec","binary",1,"65","rf",42,3,50
0.4,"spec","binary",1,"65","rf",42,3,50
0.45,"spec","binary",1,"65","rf",42,3,50
0.5,"spec","binary",1,"65","rf",42,3,50
0.55,"spec","binary",1,"65","rf",42,3,50
0.6,"spec","binary",1,"65","rf",42,3,50
0.65,"spec","binary",1,"65","rf",42,3,50
0.7,"spec","binary",1,"65","rf",42,3,50
0.75,"spec","binary",1,"65","rf",42,3,50
0.8,"spec","binary",1,"65","rf",42,3,50
0.85,"spec","binary",1,"65","rf",42,3,50
0.9,"spec","binary",1,"65","rf",42,3,50
0.95,"spec","binary",1,"65","rf",42,3,50
1,"spec","binary",1,"65","rf",42,3,50
0,"precision","binary",0.857142857142857,"65","rf",42,3,50
0.05,"precision","binary",1,"65","rf",42,3,50
0.1,"precision","binary",1,"65","rf",42,3,50
0.15,"precision","binary",1,"65","rf",42,3,50
0.2,"precision","binary",1,"65","rf",42,3,50
0.25,"precision","binary",1,"65","rf",42,3,50
0.3,"precision","binary",1,"65","rf",42,3,50
0.35,"precision","binary",1,"65","rf",42,3,50
0.4,"precision","binary",1,"65","rf",42,3,50
0.45,"precision","binary",1,"65","rf",42,3,50
0.5,"precision","binary",1,"65","rf",42,3,50
0.55,"precision","binary",1,"65","rf",42,3,50
0.6,"precision","binary",1,"65","rf",42,3,50
0.65,"precision","binary",1,"65","rf",42,3,50
0.7,"precision","binary",1,"65","rf",42,3,50
0.75,"precision","binary",1,"65","rf",42,3,50
0.8,"precision","binary",1,"65","rf",42,3,50
0.85,"precision","binary",NA,"65","rf",42,3,50
0.9,"precision","binary",NA,"65","rf",42,3,50
0.95,"precision","binary",NA,"65","rf",42,3,50
1,"precision","binary",NA,"65","rf",42,3,50
0,"distance","binary",1,"65","rf",42,3,50
0.05,"distance","binary",0,"65","rf",42,3,50
0.1,"distance","binary",0,"65","rf",42,3,50
0.15,"distance","binary",0,"65","rf",42,3,50
0.2,"distance","binary",0,"65","rf",42,3,50
0.25,"distance","binary",0,"65","rf",42,3,50
0.3,"distance","binary",0,"65","rf",42,3,50
0.35,"distance","binary",0,"65","rf",42,3,50
0.4,"distance","binary",0,"65","rf",42,3,50
0.45,"distance","binary",0,"65","rf",42,3,50
0.5,"distance","binary",0,"65","rf",42,3,50
0.55,"distance","binary",0,"65","rf",42,3,50
0.6,"distance","binary",0.111111111111111,"65","rf",42,3,50
0.65,"distance","binary",0.111111111111111,"65","rf",42,3,50
0.7,"distance","binary",0.25,"65","rf",42,3,50
0.75,"distance","binary",0.25,"65","rf",42,3,50
0.8,"distance","binary",0.694444444444445,"65","rf",42,3,50
0.85,"distance","binary",1,"65","rf",42,3,50
0.9,"distance","binary",1,"65","rf",42,3,50
0.95,"distance","binary",1,"65","rf",42,3,50
1,"distance","binary",1,"65","rf",42,3,50
